-1478704, 0.000830811, 36.8151
-1450832, 0.000696798, 36.8157
-1424032, 0.000670003, 36.8154
-1397232, 0.000670003, 36.8154
-1370432, 0.000670003, 36.8154
-1344704, 0.000643209, 36.815
-1317904, 0.000670003, 36.8154
-1290032, 0.000670003, 38.288
-1264304, 0.000670003, 35.3428
-1237504, 0.000670003, 36.8154
-1210704, 0.000670003, 36.8154
-1183904, 0.000670003, 36.8154
-1157104, 0.000670003, 36.8154
-1130304, 0.000670003, 36.8154
-1104576, 0.000643209, 36.815
-1077776, 0.000670003, 36.8154
-1050976, 0.000670003, 36.8154
-1025248, 0.000643209, 36.815
-998448, 0.000670003, 36.8154
-971648, 0.000670003, 36.8154
-945920, 0.000643209, 36.815
-919120, 0.000670003, 36.8154
-892320, 0.000670003, 36.8154
-865520, 0.000670003, 36.8154
-839792, 0.000643209, 36.815
-812992, 0.000670003, 36.8154
-786192, 0.000670003, 36.8154
-759392, 0.000670003, 36.8154
-733664, 0.000643209, 36.815
-705792, 0.000696798, 36.8157
-680064, 0.000643209, 36.815
-653264, 0.000670003, 36.8154
-626464, 0.000670003, 36.8154
-599664, 0.000670003, 36.8154
-572864, 0.000670003, 36.8154
-546064, 0.000670003, 36.8154
-519264, 0.000670003, 36.8154
-492464, 0.000670003, 36.8154
-465664, 0.000670003, 36.8154
-438864, 0.000670003, 36.8154
-412064, 0.000670003, 36.8154
-386336, 0.000643209, 36.815
-359536, 0.000670003, 36.8154
-332736, 0.000670003, 36.8154
-305936, 0.000670003, 36.8154
-279136, 0.000670003, 36.8154
-252336, 0.000670003, 36.8154
-225536, 0.000670003, 36.8154
-199808, 0.000643209, 36.815
-173008, 0.000670003, 36.8154
-146208, 0.000670003, 36.8154
-120480, 0.000643209, 36.815
-93680, 0.000670003, 36.8154
-66880, 0.000670003, 36.8154
-41152, 0.000643209, 36.815
-14352, 0.000670003, 36.8154
12448, 0.000670003, 36.8154
38176, 0.000643209, 36.815
64976, 0.000670003, 36.8154
91776, 0.000670003, 36.8154
117504, 0.000643209, 36.815
144304, 0.000670003, 36.8154
171104, 0.000670003, 36.8154
196832, 0.000643209, 36.815
223632, 0.000670003, 36.8154
250432, 0.000670003, 36.8154
277232, 0.000670003, 36.8154
302960, 0.000643188, 36.8162
329760, 0.000670024, 36.8143
356560, 0.000670003, 36.8154
383360, 0.000670003, 36.8154
409088, 0.000643188, 36.8162
435888, 0.000670003, 36.8154
462688, 0.000670024, 36.8143
489488, 0.000670003, 36.8154
516288, 0.000670003, 36.8154
543088, 0.000670003, 36.8154
569888, 0.000670003, 36.8154
596688, 0.000670003, 36.8154
623488, 0.000670003, 36.8154
650288, 0.000670003, 36.8154
677088, 0.000670003, 36.8154
703888, 0.000670003, 36.8154
730688, 0.000670003, 36.8154
756416, 0.000643209, 36.815
783216, 0.000670003, 36.8154
810016, 0.000670003, 36.8154
836816, 0.000670003, 36.8154
863616, 0.000670003, 36.8154
890416, 0.000670003, 36.8154
916144, 0.000643209, 36.815
942944, 0.000670003, 36.8154
969744, 0.000670003, 36.8154
996544, 0.000670003, 36.8154
1023344, 0.000643209, 38.349
1049072, 0.000670003, 35.3428
1076944, 0.000696798, 36.8157
1103744, 0.000670003, 36.8154
1130544, 0.000670003, 36.8154
1157344, 0.000670003, 36.8154
1184144, 0.000670003, 36.8154
1209872, 0.000643209, 36.815
1236672, 0.000670003, 36.8154
1263472, 0.000670003, 36.8154
1290272, 0.000670003, 36.8154
1316000, 0.000643209, 36.815
1342800, 0.000670003, 36.8154
1369600, 0.000670003, 36.8154
1396400, 0.000670003, 36.8154
1422128, 0.000643209, 36.815
1448928, 0.000670003, 36.8154
1475728, 0.000670003, 36.8154
1502528, 0.000670003, 36.8154
1529328, 0.000670003, 36.8154
1556128, 0.000670003, 36.8154
1581856, 0.000643209, 36.815
1608656, 0.000670003, 36.8154
1635456, 0.000670003, 36.8154
1661184, 0.000643209, 36.815
1687984, 0.000670003, 36.8154
1714784, 0.000670003, 36.8154
1741584, 0.000670003, 36.8154
1768384, 0.000670003, 36.8154
1794112, 0.000643209, 36.815
1820912, 0.000670003, 36.8154
